Timestamp,Class,Confidence,BBox
2025-12-09 18:20:27.230484,wheel_handle_valve,0.27,"[161.76339721679688, 206.3476104736328, 519.0690307617188, 588.4093017578125]"
2025-12-09 18:20:55.261435,lever_handle_valve,0.36,"[677.955078125, 264.53668212890625, 953.8037109375, 591.5950927734375]"
2025-12-09 18:20:59.609644,lever_handle_valve,0.26,"[667.21728515625, 263.1761474609375, 872.2086791992188, 579.0645751953125]"
2025-12-09 18:21:00.566868,lever_handle_valve,0.56,"[668.9752807617188, 262.91790771484375, 878.6767578125, 578.74267578125]"
2025-12-09 18:21:01.050098,lever_handle_valve,0.27,"[670.7767333984375, 264.21466064453125, 875.7821044921875, 575.5366821289062]"
2025-12-09 18:21:01.531387,lever_handle_valve,0.29,"[668.4754638671875, 261.8909606933594, 867.4173583984375, 578.0985107421875]"
2025-12-09 18:21:02.012675,lever_handle_valve,0.78,"[668.3981323242188, 266.72637939453125, 854.8845825195312, 560.9698486328125]"
2025-12-09 18:21:02.492762,lever_handle_valve,0.62,"[667.0792236328125, 268.30316162109375, 852.5430908203125, 553.9168090820312]"
2025-12-09 18:21:02.492762,lever_handle_valve,0.41,"[672.4818115234375, 340.53277587890625, 843.814453125, 551.9006958007812]"
2025-12-09 18:21:02.973397,lever_handle_valve,0.77,"[668.1651000976562, 243.89920043945312, 895.2200317382812, 552.7159423828125]"
2025-12-09 18:21:03.950202,lever_handle_valve,0.25,"[671.2958374023438, 325.61041259765625, 890.2506713867188, 546.8433227539062]"
2025-12-09 18:21:04.416468,lever_handle_valve,0.51,"[669.7086181640625, 316.75079345703125, 884.7322387695312, 547.9851684570312]"
2025-12-09 18:21:04.899880,lever_handle_valve,0.39,"[666.6754150390625, 230.2949981689453, 874.0396728515625, 553.4156494140625]"
2025-12-09 18:21:05.382597,wheel_handle_valve,0.57,"[675.7853393554688, 231.9511260986328, 860.1159057617188, 550.0900268554688]"
2025-12-09 18:21:10.686189,lever_handle_valve,0.41,"[674.6150512695312, 247.92617797851562, 873.3775634765625, 551.6717529296875]"
2025-12-09 18:21:17.955471,wheel_handle_valve,0.43,"[671.7816162109375, 232.7765350341797, 870.0531005859375, 541.1173095703125]"
2025-12-09 18:21:19.395237,wheel_handle_valve,0.47,"[266.9227600097656, 187.463623046875, 598.0745849609375, 511.7919006347656]"
2025-12-09 18:21:20.367113,wheel_handle_valve,0.31,"[800.6537475585938, 217.79159545898438, 971.7550659179688, 564.253662109375]"
2025-12-09 18:21:22.773442,lever_handle_valve,0.44,"[871.6261596679688, 213.5309600830078, 1021.7066650390625, 549.6915283203125]"
2025-12-09 18:21:32.935781,lever_handle_valve,0.55,"[860.8470458984375, 204.2029571533203, 1032.0784912109375, 554.1766357421875]"
2025-12-09 18:21:40.205360,lever_handle_valve,0.25,"[847.798828125, 272.8130798339844, 1095.1083984375, 508.2890625]"
2025-12-09 18:21:41.659776,lever_handle_valve,0.46,"[702.364990234375, 179.67433166503906, 966.76953125, 563.8899536132812]"
2025-12-09 18:21:42.638484,lever_handle_valve,0.27,"[620.6519165039062, 160.25875854492188, 942.7509765625, 609.7135009765625]"
2025-12-09 18:21:45.203618,lever_handle_valve,0.57,"[586.5992431640625, 179.9020538330078, 777.1766357421875, 579.2793579101562]"
2025-12-09 18:21:48.564689,lever_handle_valve,0.53,"[615.59814453125, 139.18606567382812, 759.615478515625, 604.2852783203125]"
2025-12-09 18:21:50.979481,lever_handle_valve,0.47,"[585.0253295898438, 137.2101593017578, 742.9087524414062, 581.7515258789062]"
2025-12-09 18:21:52.424342,lever_handle_valve,0.58,"[576.1444091796875, 141.1341552734375, 795.549072265625, 690.2565307617188]"
2025-12-09 18:21:52.907619,lever_handle_valve,0.45,"[576.8387451171875, 140.30361938476562, 762.886474609375, 659.671875]"
2025-12-09 18:21:53.872049,lever_handle_valve,0.27,"[674.3201904296875, 296.25482177734375, 962.9874267578125, 584.6736450195312]"
2025-12-09 18:21:55.313237,lever_handle_valve,0.44,"[595.3634033203125, 150.471923828125, 797.64404296875, 670.5709228515625]"
2025-12-09 18:21:56.763479,lever_handle_valve,0.25,"[213.0897979736328, 166.78890991210938, 801.0601806640625, 595.654296875]"
2025-12-09 18:22:16.563741,lever_handle_valve,0.28,"[496.72467041015625, 209.0366973876953, 759.40966796875, 484.4159240722656]"
2025-12-09 18:22:18.009866,lever_handle_valve,0.54,"[375.7693176269531, 95.44580078125, 596.8735961914062, 490.000244140625]"
2025-12-09 18:22:18.492321,lever_handle_valve,0.31,"[370.4944763183594, 55.587791442871094, 580.4710083007812, 442.14404296875]"
2025-12-09 18:22:21.907503,wheel_handle_valve,0.48,"[171.30728149414062, 2.86627197265625, 498.70147705078125, 417.4422302246094]"
2025-12-09 18:22:22.383941,wheel_handle_valve,0.26,"[214.72763061523438, 5.358544826507568, 503.67022705078125, 431.9742126464844]"
2025-12-09 18:22:25.753123,lever_handle_valve,0.29,"[743.7410888671875, 511.3352966308594, 985.5245971679688, 713.5399169921875]"
2025-12-09 18:22:26.233821,lever_handle_valve,0.75,"[277.13262939453125, 61.25634765625, 597.9861450195312, 717.1032104492188]"
2025-12-09 18:22:26.716192,lever_handle_valve,0.66,"[301.54510498046875, 98.86328125, 607.5470581054688, 624.5559692382812]"
2025-12-09 18:22:27.197327,lever_handle_valve,0.65,"[294.822021484375, 103.2755355834961, 587.4631958007812, 642.4591064453125]"
2025-12-09 18:22:27.680091,lever_handle_valve,0.60,"[285.6622009277344, 142.9711456298828, 600.7844848632812, 634.1135864257812]"
2025-12-09 18:22:28.163918,lever_handle_valve,0.61,"[251.441650390625, 139.52401733398438, 639.0234375, 707.5347290039062]"
2025-12-09 18:22:28.644321,lever_handle_valve,0.58,"[252.7769317626953, 136.7974090576172, 629.5841674804688, 632.5143432617188]"
2025-12-09 18:22:29.131077,lever_handle_valve,0.39,"[223.968017578125, 128.75076293945312, 607.3201293945312, 640.1541748046875]"
2025-12-09 18:22:29.603946,lever_handle_valve,0.42,"[225.88009643554688, 40.8662109375, 627.386474609375, 660.9032592773438]"
2025-12-09 18:22:30.089325,lever_handle_valve,0.41,"[238.462646484375, 44.38337326049805, 618.80078125, 674.1910400390625]"
2025-12-09 18:22:30.570839,lever_handle_valve,0.32,"[259.33447265625, 66.16569519042969, 612.48095703125, 699.5518798828125]"
2025-12-09 18:22:31.053325,lever_handle_valve,0.34,"[227.0259246826172, 92.6326904296875, 607.6470947265625, 634.6868286132812]"
2025-12-09 18:22:31.533745,lever_handle_valve,0.37,"[248.49942016601562, 68.7325668334961, 571.23388671875, 637.86474609375]"
2025-12-09 18:22:32.496270,lever_handle_valve,0.26,"[115.4400863647461, 75.3541488647461, 614.1911010742188, 699.2034301757812]"
2025-12-09 18:22:35.938189,lever_handle_valve,0.28,"[184.27597045898438, 144.80078125, 615.0514526367188, 678.20263671875]"
2025-12-09 18:22:37.392745,lever_handle_valve,0.53,"[242.187255859375, 148.5990753173828, 485.1045837402344, 616.644775390625]"
2025-12-09 18:22:37.876407,lever_handle_valve,0.74,"[234.61410522460938, 132.3637237548828, 530.7731323242188, 620.4278564453125]"
2025-12-09 18:22:50.432815,wheel_handle_valve,0.51,"[123.01778411865234, 188.7650146484375, 499.0455627441406, 651.2862548828125]"
2025-12-09 18:23:04.421675,lever_handle_valve,0.42,"[869.0147705078125, 222.0847625732422, 1082.28564453125, 479.76763916015625]"
2025-12-09 18:23:07.343105,lever_handle_valve,0.53,"[894.1633911132812, 230.3787078857422, 1098.3621826171875, 567.0429077148438]"
2025-12-09 18:23:07.826934,lever_handle_valve,0.36,"[914.0427856445312, 244.82568359375, 1099.86376953125, 561.4898071289062]"
2025-12-09 18:23:08.304072,lever_handle_valve,0.79,"[914.1962890625, 250.27279663085938, 1096.4085693359375, 570.2618408203125]"
2025-12-09 18:23:08.788163,lever_handle_valve,0.49,"[902.4757690429688, 255.4665985107422, 1093.2171630859375, 572.4816284179688]"
2025-12-09 18:23:10.234013,lever_handle_valve,0.27,"[916.4494018554688, 247.7312469482422, 1107.0634765625, 568.667724609375]"
2025-12-09 18:23:12.164688,lever_handle_valve,0.67,"[918.130859375, 253.27005004882812, 1149.193603515625, 568.8902587890625]"
2025-12-09 18:23:12.652174,lever_handle_valve,0.32,"[908.2337646484375, 252.82138061523438, 1095.699951171875, 571.9718017578125]"
2025-12-09 18:23:14.568661,lever_handle_valve,0.27,"[912.53173828125, 249.70223999023438, 1096.8697509765625, 564.28466796875]"
2025-12-09 18:23:16.017466,lever_handle_valve,0.29,"[912.8056640625, 247.81396484375, 1092.5609130859375, 566.9260864257812]"
2025-12-09 18:23:29.070359,wheel_handle_valve,0.33,"[253.97134399414062, 261.1911926269531, 428.0206604003906, 594.8578491210938]"
2025-12-09 18:23:30.035421,wheel_handle_valve,0.62,"[16.94427490234375, 273.5352478027344, 238.64736938476562, 530.9852905273438]"
2025-12-09 18:23:30.512809,lever_handle_valve,0.82,"[0.0, 267.84149169921875, 186.77772521972656, 535.5062255859375]"
2025-12-09 18:23:36.789372,wheel_handle_valve,0.49,"[0.3620056211948395, 163.35220336914062, 118.88639068603516, 538.1551513671875]"
2025-12-09 18:23:42.914567,lever_handle_valve,0.35,"[723.8006591796875, 221.09439086914062, 872.3834228515625, 521.021240234375]"
2025-12-09 18:23:43.892912,lever_handle_valve,0.65,"[753.9027099609375, 223.1076202392578, 904.5646362304688, 518.9849853515625]"
2025-12-09 18:23:52.382781,wheel_handle_valve,0.27,"[14.660534858703613, 180.04425048828125, 386.01031494140625, 483.47015380859375]"
2025-12-09 18:24:08.915529,wheel_handle_valve,0.34,"[594.4217529296875, 126.0660629272461, 763.0068359375, 511.92559814453125]"
2025-12-09 18:24:09.416137,wheel_handle_valve,0.28,"[612.1807861328125, 87.8869400024414, 776.8153076171875, 405.94073486328125]"
2025-12-09 18:24:27.302756,wheel_handle_valve,0.38,"[238.77035522460938, 175.00643920898438, 675.5354614257812, 551.8165893554688]"
2025-12-09 18:24:28.748720,wheel_handle_valve,0.35,"[245.41226196289062, 91.57246398925781, 707.8377075195312, 577.2127075195312]"
2025-12-09 18:27:15.912783,wheel_handle_valve,0.28,"[264.8043518066406, 198.522705078125, 587.549072265625, 432.6602478027344]"
2025-12-09 18:27:17.348119,wheel_handle_valve,0.68,"[256.8639221191406, 292.390380859375, 438.7213439941406, 433.61199951171875]"
2025-12-09 18:27:18.794308,wheel_handle_valve,0.38,"[834.9786987304688, 413.9874572753906, 966.5842895507812, 641.173583984375]"
2025-12-09 18:27:19.764642,wheel_handle_valve,0.38,"[406.6875915527344, 126.2480239868164, 743.7061767578125, 514.5538330078125]"
2025-12-09 18:27:57.985605,wheel_handle_valve,0.33,"[645.6517333984375, 193.63522338867188, 968.4675903320312, 555.3511352539062]"
2025-12-09 18:28:02.803069,wheel_handle_valve,0.26,"[830.8072509765625, 470.4613342285156, 968.20361328125, 639.9022216796875]"
2025-12-09 18:28:23.085947,door,0.34,"[13.955370903015137, 18.237548828125, 614.146484375, 707.3050537109375]"
2025-12-09 18:28:57.900462,wheel_handle_valve,0.26,"[790.2741088867188, 385.4595947265625, 949.0865478515625, 610.75]"
2025-12-09 18:29:21.111740,fire_extinguisher,0.26,"[612.1246948242188, 243.57260131835938, 751.4035034179688, 530.2835693359375]"
2025-12-09 18:31:24.479371,fire_extinguisher,0.25,"[0.34886473417282104, 45.016456604003906, 144.26744079589844, 673.07421875]"
2025-12-09 18:31:35.656030,wheel_handle_valve,0.56,"[855.6295166015625, 450.37127685546875, 990.4271240234375, 615.5354614257812]"
2025-12-09 18:31:35.656030,wheel_handle_valve,0.42,"[847.1989135742188, 433.94598388671875, 1069.80322265625, 717.2230224609375]"
2025-12-09 18:31:40.991436,wheel_handle_valve,0.28,"[0.621917724609375, 600.0706787109375, 122.8804931640625, 718.4354248046875]"
2025-12-09 18:31:50.157149,wheel_handle_valve,0.29,"[473.41253662109375, 205.13986206054688, 786.0822143554688, 592.6265258789062]"
2025-12-09 18:32:23.554449,wheel_handle_valve,0.45,"[301.78289794921875, 289.10784912109375, 607.1409912109375, 575.6151123046875]"
2025-12-09 18:32:25.003696,fire_extinguisher,0.29,"[258.2775573730469, 316.8004455566406, 607.56640625, 610.4678955078125]"
2025-12-09 18:32:48.661102,door,0.38,"[0.0, 21.406055450439453, 614.0960693359375, 708.7059326171875]"
2025-12-09 18:33:23.997474,wheel_handle_valve,0.28,"[859.42578125, 465.59344482421875, 1049.312255859375, 678.0166015625]"
2025-12-09 18:35:26.724297,lever_handle_valve,0.29,"[232.787109375, 229.52438354492188, 393.76641845703125, 549.196533203125]"
2025-12-09 18:37:21.562573,wheel_handle_valve,0.31,"[846.4976806640625, 407.88519287109375, 955.6976318359375, 576.1712036132812]"
2025-12-09 18:40:32.631440,lever_handle_valve,0.25,"[555.3536987304688, 189.3685302734375, 770.3622436523438, 588.9232177734375]"
2025-12-09 18:40:44.719891,lever_handle_valve,0.40,"[567.279296875, 192.0935821533203, 757.4727783203125, 612.9804077148438]"
2025-12-09 18:40:52.913946,lever_handle_valve,0.36,"[550.952880859375, 187.85006713867188, 753.6578979492188, 598.9918212890625]"
2025-12-09 18:40:52.913946,lever_handle_valve,0.29,"[560.753662109375, 187.57705688476562, 753.9310302734375, 594.74951171875]"
2025-12-09 18:40:53.395534,lever_handle_valve,0.64,"[555.5743408203125, 188.2205352783203, 754.4222412109375, 594.7674560546875]"
2025-12-09 18:44:09.302886,wheel_handle_valve,0.42,"[917.044921875, 605.5331420898438, 1107.4537353515625, 704.5985107421875]"
2025-12-09 18:45:15.131344,wheel_handle_valve,0.33,"[158.5996856689453, 312.600341796875, 433.201416015625, 519.95947265625]"
2025-12-09 18:45:17.184254,fire_extinguisher,0.30,"[418.47265625, 223.24917602539062, 716.4871826171875, 596.7362060546875]"
2025-12-09 18:45:18.852325,wheel_handle_valve,0.34,"[809.1063232421875, 456.6571350097656, 963.3482666015625, 632.3287353515625]"
2025-12-09 18:45:19.363229,wheel_handle_valve,0.46,"[828.5882568359375, 423.0821228027344, 963.9283447265625, 615.880126953125]"
2025-12-09 18:45:32.748023,wheel_handle_valve,0.26,"[781.578369140625, 464.4966735839844, 962.5054931640625, 616.93798828125]"
2025-12-09 18:45:33.283996,wheel_handle_valve,0.28,"[781.2727661132812, 466.46221923828125, 956.8846435546875, 622.9647827148438]"
2025-12-09 18:45:35.365825,wheel_handle_valve,0.32,"[746.6705932617188, 461.84197998046875, 968.7109375, 625.0562744140625]"
2025-12-09 18:48:40.932190,lever_handle_valve,0.25,"[618.2598266601562, 516.7828979492188, 919.8453369140625, 715.8528442382812]"
2025-12-09 18:50:22.440789,wheel_handle_valve,0.75,"[829.8594970703125, 463.15576171875, 977.3284301757812, 614.3297119140625]"
2025-12-09 18:50:23.890328,wheel_handle_valve,0.37,"[839.9732666015625, 423.3172912597656, 968.2740478515625, 603.7427978515625]"
2025-12-09 18:50:24.376702,wheel_handle_valve,0.67,"[827.650390625, 429.573486328125, 965.9802856445312, 603.8946533203125]"
2025-12-09 18:50:25.816874,wheel_handle_valve,0.58,"[832.0880737304688, 429.9640197753906, 966.4806518554688, 601.1790771484375]"
2025-12-09 18:50:26.297841,wheel_handle_valve,0.71,"[836.2916259765625, 424.3055725097656, 969.3401489257812, 599.6080322265625]"
2025-12-09 18:50:26.782755,wheel_handle_valve,0.81,"[842.2635498046875, 435.91949462890625, 969.2493896484375, 596.3137817382812]"
2025-12-09 18:50:27.264171,wheel_handle_valve,0.68,"[841.2692260742188, 443.8841247558594, 969.4142456054688, 597.3414306640625]"
2025-12-09 18:50:27.745506,wheel_handle_valve,0.79,"[829.1945190429688, 433.4599609375, 967.0427856445312, 603.6278076171875]"
2025-12-09 18:50:28.229243,wheel_handle_valve,0.75,"[827.5465087890625, 447.64385986328125, 967.5501708984375, 602.3352661132812]"
2025-12-09 18:50:28.707075,wheel_handle_valve,0.68,"[823.2579345703125, 475.00006103515625, 967.9666748046875, 609.0447387695312]"
2025-12-09 18:50:29.194229,wheel_handle_valve,0.86,"[829.6950073242188, 462.93212890625, 964.5189208984375, 599.614013671875]"
2025-12-09 18:50:29.671825,wheel_handle_valve,0.82,"[836.333984375, 430.26885986328125, 966.8937377929688, 599.952880859375]"
2025-12-09 18:50:30.151160,wheel_handle_valve,0.54,"[827.3179931640625, 441.57354736328125, 965.7420654296875, 597.9013061523438]"
2025-12-09 18:50:34.532290,wheel_handle_valve,0.37,"[821.3216552734375, 415.5076599121094, 967.037109375, 610.3614501953125]"
2025-12-09 18:50:35.008610,wheel_handle_valve,0.36,"[823.2510986328125, 463.4996643066406, 966.8719482421875, 611.9039306640625]"
2025-12-09 18:50:35.493572,wheel_handle_valve,0.36,"[829.2503662109375, 405.0873107910156, 959.6351318359375, 603.1014404296875]"
2025-12-09 18:50:35.977351,wheel_handle_valve,0.27,"[836.3248291015625, 480.09716796875, 965.9480590820312, 605.4337158203125]"
2025-12-09 18:50:36.938773,wheel_handle_valve,0.38,"[828.4879150390625, 404.56134033203125, 961.7957153320312, 609.4761962890625]"
2025-12-09 18:50:37.909647,wheel_handle_valve,0.44,"[792.8485107421875, 460.37158203125, 966.0797729492188, 608.26318359375]"
2025-12-09 18:50:38.863790,wheel_handle_valve,0.39,"[799.3275146484375, 467.64471435546875, 963.029296875, 605.8251953125]"
2025-12-09 18:51:31.004407,wheel_handle_valve,0.31,"[233.94189453125, 238.1353302001953, 460.77557373046875, 572.6560668945312]"
2025-12-09 18:51:34.415092,wheel_handle_valve,0.25,"[234.58621215820312, 322.21197509765625, 471.51141357421875, 613.8165283203125]"
2025-12-09 18:53:11.355235,wheel_handle_valve,0.26,"[1236.8974609375, 539.78955078125, 1280.0, 719.1732788085938]"
2025-12-09 18:53:11.832903,wheel_handle_valve,0.38,"[1235.8800048828125, 538.3053588867188, 1280.0, 719.1453857421875]"
2025-12-09 18:53:12.316650,wheel_handle_valve,0.45,"[1235.649658203125, 538.8096313476562, 1280.0, 719.3642578125]"
2025-12-09 18:53:12.797744,wheel_handle_valve,0.40,"[1235.9307861328125, 539.0177612304688, 1280.0, 719.4180297851562]"
2025-12-09 18:53:13.284901,wheel_handle_valve,0.25,"[1236.5391845703125, 539.4521484375, 1280.0, 719.2252197265625]"
2025-12-09 18:53:13.761420,wheel_handle_valve,0.33,"[1234.9749755859375, 539.1016845703125, 1280.0, 718.7525634765625]"
2025-12-09 18:53:54.813919,wheel_handle_valve,0.39,"[300.08978271484375, 226.36068725585938, 697.9865112304688, 612.0552368164062]"
2025-12-09 18:54:40.298366,wheel_handle_valve,0.29,"[807.9358520507812, 477.5714416503906, 990.1057739257812, 626.8261108398438]"
2025-12-09 18:54:41.755624,wheel_handle_valve,0.27,"[809.4344482421875, 468.18212890625, 994.2810668945312, 632.1956176757812]"
2025-12-09 18:54:47.046859,lever_handle_valve,0.27,"[596.7120361328125, 365.743408203125, 650.1510009765625, 511.25018310546875]"
2025-12-09 18:58:54.065894,lever_handle_valve,0.45,"[779.9097900390625, 193.7027130126953, 1047.0875244140625, 569.3215942382812]"
2025-12-09 18:58:55.506036,wheel_handle_valve,0.60,"[864.3756103515625, 145.314208984375, 1029.4246826171875, 577.9986572265625]"
2025-12-09 18:58:55.506036,wheel_handle_valve,0.42,"[829.9411010742188, 143.09274291992188, 1023.2261962890625, 577.1317138671875]"
2025-12-09 18:58:55.984753,wheel_handle_valve,0.36,"[869.3201904296875, 125.99031066894531, 1082.261474609375, 709.7471923828125]"
2025-12-09 18:58:56.946884,wheel_handle_valve,0.48,"[804.5465087890625, 105.3778076171875, 1060.535888671875, 715.8551025390625]"
2025-12-09 18:58:57.433779,wheel_handle_valve,0.77,"[808.4736938476562, 110.7677001953125, 1052.9554443359375, 596.0629272460938]"
2025-12-09 18:58:57.916645,lever_handle_valve,0.31,"[778.8424072265625, 111.06950378417969, 1050.239990234375, 691.2239990234375]"
2025-12-09 18:58:58.880366,lever_handle_valve,0.76,"[791.6890869140625, 115.4422836303711, 1060.524169921875, 593.6177978515625]"
2025-12-09 18:59:06.156882,lever_handle_valve,0.25,"[792.5159301757812, 109.75559997558594, 1049.556884765625, 526.0276489257812]"
2025-12-09 18:59:06.640387,lever_handle_valve,0.57,"[831.3958129882812, 102.83869934082031, 1091.691162109375, 564.299072265625]"
2025-12-09 19:00:57.197459,lever_handle_valve,0.25,"[761.9813232421875, 191.90853881835938, 1037.9677734375, 523.7230224609375]"
2025-12-09 19:01:00.576052,lever_handle_valve,0.35,"[854.86376953125, 47.92094802856445, 1092.63916015625, 616.4188232421875]"
2025-12-09 19:01:59.916249,lever_handle_valve,0.45,"[881.4591674804688, 424.16156005859375, 947.318359375, 551.2506713867188]"
2025-12-09 19:03:24.344551,lever_handle_valve,0.30,"[760.7066650390625, 449.4754943847656, 1013.8514404296875, 715.8203125]"
2025-12-09 19:05:19.690608,wheel_handle_valve,0.41,"[805.1807861328125, 423.920166015625, 957.5538330078125, 644.3673095703125]"
2025-12-09 19:06:57.158215,wheel_handle_valve,0.30,"[811.2821044921875, 424.2899475097656, 954.5491333007812, 574.0697631835938]"
2025-12-11 11:20:09.331553,wheel_handle_valve,0.25,"[720.0423583984375, 618.8049926757812, 865.9977416992188, 717.2119140625]"
2025-12-11 11:28:23.694978,wheel_handle_valve,0.66,"[569.8861694335938, 502.2774353027344, 698.4285888671875, 637.25390625]"
2025-12-11 11:32:46.287158,lever_handle_valve,0.37,"[1026.5399169921875, 519.0226440429688, 1279.62744140625, 715.6258544921875]"
2025-12-11 11:39:18.847030,lever_handle_valve,0.30,"[375.4068298339844, 217.82955932617188, 1280.0, 716.0438232421875]"
2025-12-11 11:53:29.219931,barrel,0.28,"[922.8427734375, 92.1214828491211, 1279.879150390625, 719.7579345703125]"
2025-12-11 11:55:17.951656,wheel_handle_valve,0.38,"[422.7730407714844, 208.40560913085938, 804.8475952148438, 609.6168212890625]"
2025-12-11 11:55:18.329158,wheel_handle_valve,0.32,"[483.2613220214844, 134.23971557617188, 795.8328247070312, 586.0213623046875]"
2025-12-11 11:55:36.541713,lever_handle_valve,0.27,"[800.3922119140625, 12.489306449890137, 1211.286376953125, 718.314453125]"
2025-12-11 11:55:39.604363,lever_handle_valve,0.68,"[841.97998046875, 123.18473815917969, 1046.197021484375, 598.5559692382812]"
2025-12-11 11:55:41.573149,lever_handle_valve,0.74,"[209.4262237548828, 5.218091011047363, 1188.0484619140625, 720.0]"
2025-12-11 11:55:43.087975,lever_handle_valve,0.31,"[466.58831787109375, 212.42276000976562, 584.91748046875, 288.8763427734375]"
2025-12-11 11:55:50.677592,lever_handle_valve,0.51,"[479.9541015625, 214.74105834960938, 594.1876220703125, 279.90643310546875]"
2025-12-11 11:55:55.963630,lever_handle_valve,0.83,"[551.97900390625, 17.946191787719727, 766.0570678710938, 567.5252685546875]"
2025-12-11 11:55:55.963630,lever_handle_valve,0.41,"[812.7509765625, 8.990991592407227, 963.7481689453125, 482.06170654296875]"
2025-12-11 11:56:06.876960,lever_handle_valve,0.27,"[480.7640075683594, 216.0063018798828, 587.2537841796875, 278.0176086425781]"
2025-12-11 11:56:09.531459,lever_handle_valve,0.28,"[480.80706787109375, 214.8668212890625, 592.1382446289062, 279.65838623046875]"
2025-12-11 11:56:09.914577,lever_handle_valve,0.36,"[480.33526611328125, 214.5926971435547, 591.38916015625, 275.88519287109375]"
2025-12-11 11:56:12.940845,lever_handle_valve,0.30,"[481.034912109375, 216.53396606445312, 594.7650756835938, 279.0727233886719]"
2025-12-11 11:56:13.709475,lever_handle_valve,0.33,"[480.21466064453125, 215.1796875, 597.11767578125, 280.9191589355469]"
2025-12-11 11:56:14.454538,lever_handle_valve,0.27,"[481.4325256347656, 216.3921661376953, 594.511962890625, 280.0834045410156]"
2025-12-11 11:56:14.836775,lever_handle_valve,0.52,"[480.7488708496094, 216.05313110351562, 595.0771484375, 280.7346496582031]"
2025-12-11 11:56:16.799601,lever_handle_valve,0.30,"[475.8326721191406, 217.4969940185547, 606.71533203125, 283.3255615234375]"
2025-12-11 11:56:25.200431,lever_handle_valve,0.32,"[942.9822387695312, 284.291748046875, 1170.8839111328125, 357.35064697265625]"
2025-12-11 11:56:30.499944,exit_sign,0.30,"[760.2360229492188, 279.56500244140625, 866.5794677734375, 368.9189453125]"
2025-12-11 11:56:38.938609,lever_handle_valve,0.32,"[810.0982666015625, 364.0516662597656, 1111.9266357421875, 455.02685546875]"
2025-12-11 11:56:39.695934,lever_handle_valve,0.27,"[958.7955322265625, 489.19476318359375, 1121.8648681640625, 569.1578979492188]"
2025-12-11 11:56:46.969781,lever_handle_valve,0.29,"[1006.3074951171875, 497.03857421875, 1153.5843505859375, 571.8402099609375]"
2025-12-11 11:57:06.409040,lever_handle_valve,0.35,"[980.8087768554688, 463.20562744140625, 1192.8465576171875, 568.23486328125]"
2025-12-11 11:57:07.187738,lever_handle_valve,0.33,"[291.650146484375, 0.0, 776.1007690429688, 720.0]"
2025-12-11 11:57:08.561718,lever_handle_valve,0.67,"[45.771583557128906, 1.223242163658142, 698.9797973632812, 720.0]"
2025-12-11 11:57:23.218227,lever_handle_valve,0.30,"[689.2779541015625, 368.091064453125, 872.0255737304688, 689.0211791992188]"
2025-12-11 11:57:36.995961,lever_handle_valve,0.33,"[818.9918212890625, 391.0181579589844, 1104.302490234375, 560.7999267578125]"
2025-12-11 11:57:37.372932,lever_handle_valve,0.36,"[785.3280029296875, 366.0821533203125, 1096.7359619140625, 562.6681518554688]"
2025-12-11 11:57:37.754500,lever_handle_valve,0.48,"[851.5047607421875, 340.9989013671875, 1094.5263671875, 561.2880249023438]"
2025-12-11 11:57:38.509142,lever_handle_valve,0.29,"[432.9618225097656, 3.441845655441284, 988.7943115234375, 719.5921630859375]"
2025-12-11 11:57:40.884333,lever_handle_valve,0.29,"[968.8951416015625, 486.454345703125, 1108.8953857421875, 569.0501708984375]"
2025-12-11 11:57:48.496827,lever_handle_valve,0.35,"[897.0011596679688, 369.7087097167969, 1091.38427734375, 451.16510009765625]"
2025-12-11 11:57:48.878053,lever_handle_valve,0.36,"[889.4685668945312, 367.47088623046875, 1092.661376953125, 452.20074462890625]"
2025-12-11 11:57:51.946013,lever_handle_valve,0.36,"[885.9910278320312, 363.86651611328125, 1093.7342529296875, 452.30877685546875]"
2025-12-11 11:57:52.698439,lever_handle_valve,0.36,"[887.9495849609375, 367.66741943359375, 1088.327392578125, 451.74658203125]"
2025-12-11 11:57:53.495620,lever_handle_valve,0.32,"[892.3899536132812, 366.4278564453125, 1090.981689453125, 452.16802978515625]"
2025-12-11 11:57:54.631021,lever_handle_valve,0.36,"[874.6884765625, 357.8279724121094, 1092.9508056640625, 452.6663513183594]"
2025-12-11 11:58:18.466078,lever_handle_valve,0.34,"[921.8681640625, 372.5203857421875, 1090.499755859375, 451.39764404296875]"
2025-12-11 11:58:23.842396,lever_handle_valve,0.26,"[861.6478271484375, 368.41912841796875, 1091.4764404296875, 451.3340759277344]"
2025-12-11 11:58:27.068785,lever_handle_valve,0.25,"[963.2408447265625, 484.5375061035156, 1124.7064208984375, 569.7052001953125]"
2025-12-11 11:58:30.846132,wheel_handle_valve,0.33,"[430.66998291015625, 7.753649711608887, 746.2252807617188, 210.00527954101562]"
2025-12-11 11:58:49.524804,lever_handle_valve,0.34,"[521.8428955078125, 5.000561714172363, 844.1156005859375, 711.6829833984375]"
2025-12-11 11:59:04.492032,lever_handle_valve,0.31,"[65.16255187988281, 81.23445129394531, 1072.155517578125, 627.9512939453125]"
2025-12-11 11:59:14.071549,wheel_handle_valve,0.38,"[513.3072509765625, 145.48870849609375, 864.1597900390625, 457.97442626953125]"
2025-12-11 11:59:14.071549,lever_handle_valve,0.28,"[856.2314453125, 243.41357421875, 1017.4920654296875, 298.3490905761719]"
