timestamp,person_count,intrusions_today,alert_level
2026-02-07T14:09:04.821561,0,0,NORMAL
2026-02-07T14:09:06.373100,0,0,NORMAL
2026-02-07T14:09:08.349558,0,0,NORMAL
2026-02-07T14:09:10.407400,0,0,NORMAL
2026-02-07T14:09:12.353655,0,0,NORMAL
2026-02-07T14:20:39.117622,0,0,NORMAL
2026-02-07T14:20:40.662485,0,0,NORMAL
2026-02-07T14:20:43.629692,0,0,NORMAL
2026-02-07T14:20:44.800936,0,0,NORMAL
2026-02-07T14:20:47.776435,0,0,NORMAL
2026-02-07T14:20:48.839924,0,0,NORMAL
2026-02-07T14:20:50.803840,0,0,NORMAL
2026-02-07T14:20:52.817977,0,0,NORMAL
2026-02-07T14:20:54.806233,0,0,NORMAL
2026-02-07T14:20:56.839308,0,0,NORMAL
2026-02-07T14:20:58.804635,0,0,NORMAL
2026-02-07T14:21:00.808774,0,0,NORMAL
2026-02-07T14:21:02.809865,0,0,NORMAL
2026-02-07T14:21:04.868533,0,0,NORMAL
2026-02-07T14:21:06.938706,0,0,NORMAL
2026-02-07T14:21:08.864739,0,0,NORMAL
2026-02-07T14:21:10.959717,0,0,NORMAL
2026-02-07T14:21:12.851604,0,0,NORMAL
2026-02-07T14:21:14.805427,0,0,NORMAL
2026-02-07T14:21:16.807083,0,0,NORMAL
2026-02-07T14:21:18.852141,0,0,NORMAL
2026-02-07T14:21:20.801375,0,0,NORMAL
2026-02-07T14:21:23.584493,0,0,NORMAL
2026-02-07T14:21:24.810708,0,0,NORMAL
2026-02-07T14:21:27.569326,0,0,NORMAL
2026-02-07T14:21:28.851467,0,0,NORMAL
2026-02-07T14:21:30.874178,0,0,NORMAL
2026-02-07T14:21:32.864649,0,0,NORMAL
2026-02-07T14:21:34.851922,0,0,NORMAL
2026-02-07T14:21:36.858482,0,0,NORMAL
2026-02-07T14:21:38.914789,0,0,NORMAL
2026-02-07T14:21:40.857642,0,0,NORMAL
2026-02-07T14:21:42.861117,0,0,NORMAL
2026-02-07T14:21:44.871623,0,0,NORMAL
2026-02-07T14:21:46.862318,0,0,NORMAL
2026-02-07T14:21:48.968938,0,0,NORMAL
2026-02-07T14:21:50.854883,0,0,NORMAL
2026-02-07T14:21:52.863562,0,0,NORMAL
2026-02-07T14:21:54.865164,0,0,NORMAL
2026-02-07T14:21:56.858099,0,0,NORMAL
2026-02-07T14:21:58.890068,0,0,NORMAL
2026-02-07T14:22:02.303890,0,0,NORMAL
2026-02-07T14:22:03.127800,0,0,NORMAL
2026-02-07T14:22:04.952088,0,0,NORMAL
2026-02-07T14:22:06.949723,0,0,NORMAL
2026-02-07T14:22:09.004394,0,0,NORMAL
2026-02-07T14:22:10.966257,0,0,NORMAL
2026-02-07T14:22:12.953240,0,0,NORMAL
2026-02-07T14:22:14.954127,0,0,NORMAL
2026-02-07T14:22:16.946347,0,0,NORMAL
2026-02-07T14:22:18.948541,0,0,NORMAL
2026-02-07T14:22:20.961724,0,0,NORMAL
2026-02-07T14:22:22.949638,0,0,NORMAL
2026-02-07T14:22:24.946681,0,0,NORMAL
2026-02-07T14:22:26.965602,0,0,NORMAL
2026-02-07T14:22:28.960400,0,0,NORMAL
2026-02-07T14:22:32.206449,0,0,NORMAL
2026-02-07T14:22:33.002800,0,0,NORMAL
2026-02-07T14:22:34.994341,0,0,NORMAL
2026-02-07T14:22:37.035660,0,0,NORMAL
2026-02-07T14:22:39.016063,0,0,NORMAL
2026-02-07T14:22:41.000172,0,0,NORMAL
2026-02-07T14:22:42.998589,0,0,NORMAL
2026-02-07T14:22:45.002197,0,0,NORMAL
2026-02-07T14:22:47.002259,0,0,NORMAL
2026-02-07T14:22:48.993214,0,0,NORMAL
