timestamp,person_count,max_today,total_detections,avg_confidence
2026-02-07T14:09:17.291255,0,0,0,0
2026-02-07T14:09:18.410528,0,0,0,0
2026-02-07T14:09:20.357404,0,0,0,0
2026-02-07T14:09:23.911362,0,0,0,0
2026-02-07T14:09:24.697270,0,0,0,0
2026-02-07T14:09:26.705782,0,0,0,0
2026-02-07T14:09:28.570749,0,0,0,0
2026-02-07T14:09:30.557428,0,0,0,0
2026-02-07T14:09:32.555863,0,0,0,0
2026-02-07T14:09:34.498256,0,0,0,0
2026-02-07T14:09:36.524343,0,0,0,0
2026-02-07T14:09:38.630504,0,0,0,0
2026-02-07T14:09:40.610737,0,0,0,0
2026-02-07T14:09:42.925573,0,0,0,0
2026-02-07T14:09:44.665922,0,0,0,0
2026-02-07T14:09:46.659447,0,0,0,0
2026-02-07T14:09:48.776244,0,0,0,0
2026-02-07T14:09:50.673951,0,0,0,0
2026-02-07T14:09:52.663497,0,0,0,0
2026-02-07T14:09:54.663226,0,0,0,0
2026-02-07T14:09:56.761818,0,0,0,0
2026-02-07T14:09:58.668956,0,0,0,0
2026-02-07T14:10:00.821097,0,0,0,0
2026-02-07T14:10:02.756967,0,0,0,0
2026-02-07T14:10:04.668045,0,0,0,0
2026-02-07T14:10:06.685536,0,0,0,0
2026-02-07T14:10:08.670560,0,0,0,0
2026-02-07T14:10:10.832949,0,0,0,0
2026-02-07T14:10:12.842218,0,0,0,0
2026-02-07T14:10:14.779040,0,0,0,0
2026-02-07T14:10:17.101049,0,0,0,0
2026-02-07T14:10:18.767408,0,0,0,0
2026-02-07T14:10:22.091763,0,0,0,0
2026-02-07T14:10:22.867618,0,0,0,0
2026-02-07T14:10:24.759189,0,0,0,0
2026-02-07T14:10:26.808769,0,0,0,0
2026-02-07T14:10:30.117363,0,0,0,0
2026-02-07T14:10:32.234847,0,0,0,0
2026-02-07T14:10:32.963386,0,0,0,0
2026-02-07T14:10:34.958119,0,0,0,0
2026-02-07T14:10:37.009176,0,0,0,0
2026-02-07T14:10:40.153533,0,0,0,0
2026-02-07T14:10:40.955406,0,0,0,0
2026-02-07T14:10:42.968449,0,0,0,0
2026-02-07T14:10:44.988210,0,0,0,0
2026-02-07T14:10:46.960049,0,0,0,0
2026-02-07T14:10:48.966030,0,0,0,0
2026-02-07T14:10:50.968909,0,0,0,0
2026-02-07T14:10:54.065086,0,0,0,0
2026-02-07T14:10:55.024258,0,0,0,0
2026-02-07T14:10:58.268392,0,0,0,0
2026-02-07T14:10:59.068951,0,0,0,0
2026-02-07T14:11:01.123937,0,0,0,0
2026-02-07T14:11:03.107628,0,0,0,0
2026-02-07T14:11:05.152702,0,0,0,0
2026-02-07T14:11:07.114093,0,0,0,0
2026-02-07T14:11:09.060015,0,0,0,0
2026-02-07T14:11:11.108515,0,0,0,0
2026-02-07T14:11:13.105050,0,0,0,0
2026-02-07T14:11:15.107241,0,0,0,0
2026-02-07T14:11:17.128329,0,0,0,0
2026-02-07T14:11:19.262989,0,0,0,0
2026-02-07T14:11:21.264941,0,0,0,0
2026-02-07T14:11:23.225365,0,0,0,0
2026-02-07T14:11:26.274295,0,0,0,0
2026-02-07T14:11:28.365523,0,0,0,0
2026-02-07T14:11:29.427567,0,0,0,0
2026-02-07T14:11:31.414520,0,0,0,0
2026-02-07T14:11:33.405330,0,0,0,0
2026-02-07T14:11:35.403720,0,0,0,0
2026-02-07T14:11:37.407127,0,0,0,0
2026-02-07T14:11:39.467153,0,0,0,0
2026-02-07T14:11:41.468611,0,0,0,0
2026-02-07T14:11:43.456798,0,0,0,0
2026-02-07T14:11:45.461861,0,0,0,0
2026-02-07T14:11:47.464333,0,0,0,0
2026-02-07T14:11:49.463173,0,0,0,0
2026-02-07T14:11:51.465384,0,0,0,0
2026-02-07T14:11:53.456518,0,0,0,0
2026-02-07T14:11:55.462430,0,0,0,0
2026-02-07T14:11:57.467910,0,0,0,0
2026-02-07T14:11:59.469352,0,0,0,0
2026-02-07T14:12:01.477586,0,0,0,0
2026-02-07T14:12:03.466572,0,0,0,0
2026-02-07T14:12:05.469238,0,0,0,0
2026-02-07T14:12:07.462814,0,0,0,0
2026-02-07T14:12:09.465937,0,0,0,0
2026-02-07T14:12:11.470266,0,0,0,0
2026-02-07T14:12:13.561603,0,0,0,0
2026-02-07T14:12:15.572460,0,0,0,0
2026-02-07T14:12:17.604897,0,0,0,0
2026-02-07T14:12:19.612486,0,0,0,0
2026-02-07T14:12:22.562575,0,0,0,0
2026-02-07T14:12:23.655496,0,0,0,0
2026-02-07T14:12:25.661401,0,0,0,0
2026-02-07T14:12:27.658276,0,0,0,0
2026-02-07T14:12:29.664730,0,0,0,0
2026-02-07T14:12:31.662620,0,0,0,0
2026-02-07T14:12:33.611080,0,0,0,0
2026-02-07T14:12:35.638415,0,0,0,0
2026-02-07T14:12:38.272475,0,0,0,0
2026-02-07T14:12:40.153300,0,0,0,0
2026-02-07T14:12:42.013343,0,0,0,0
2026-02-07T14:12:44.214766,0,0,0,0
2026-02-07T14:12:46.090557,0,0,0,0
2026-02-07T14:12:48.131805,0,0,0,0
2026-02-07T14:12:50.099361,0,0,0,0
2026-02-07T14:12:52.090368,0,0,0,0
2026-02-07T14:12:54.091658,0,0,0,0
2026-02-07T14:12:56.103796,0,0,0,0
2026-02-07T14:12:58.095873,0,0,0,0
2026-02-07T14:13:00.219858,0,0,0,0
2026-02-07T14:13:02.140951,0,0,0,0
2026-02-07T14:13:04.118921,0,0,0,0
2026-02-07T14:13:06.121275,0,0,0,0
2026-02-07T14:13:08.232965,0,0,0,0
2026-02-07T14:13:10.125731,0,0,0,0
2026-02-07T14:13:12.244902,0,0,0,0
2026-02-07T14:13:14.114383,0,0,0,0
2026-02-07T14:13:16.119737,0,0,0,0
2026-02-07T14:13:18.631082,0,0,0,0
2026-02-07T14:13:20.265996,0,0,0,0
2026-02-07T14:13:22.275770,0,0,0,0
2026-02-07T14:13:24.226531,0,0,0,0
2026-02-07T14:13:26.218039,0,0,0,0
2026-02-07T14:13:28.258649,0,0,0,0
2026-02-07T14:13:30.623547,0,0,0,0
2026-02-07T14:13:32.361299,0,0,0,0
2026-02-07T14:13:34.643978,0,0,0,0
2026-02-07T14:13:36.357835,0,0,0,0
2026-02-07T14:13:38.462046,0,0,0,0
2026-02-07T14:13:40.462048,0,0,0,0
2026-02-07T14:13:42.461676,0,0,0,0
2026-02-07T14:13:44.467921,0,0,0,0
2026-02-07T14:13:46.468553,0,0,0,0
2026-02-07T14:13:48.476838,0,0,0,0
2026-02-07T14:13:50.476478,0,0,0,0
2026-02-07T14:13:52.487790,0,0,0,0
