timestamp,person_count,max_today,total_detections,avg_confidence
2026-02-09T12:53:01.673679,3,4,19,0.72
2026-02-09T12:53:05.574078,3,4,41,0.67
2026-02-09T12:53:09.573811,2,4,57,0.54
2026-02-09T12:53:13.074779,1,4,66,0.83
2026-02-09T12:53:16.475961,1,4,72,0.83
2026-02-09T12:53:20.003950,2,4,80,0.58
2026-02-09T12:59:50.374381,10,10,47,0.53
2026-02-09T12:59:55.274716,10,10,101,0.52
2026-02-09T12:59:59.824323,6,10,143,0.75
2026-02-09T13:00:04.275343,9,10,183,0.5
2026-02-09T13:00:08.724161,6,10,219,0.69
2026-02-09T13:00:12.981672,4,10,252,0.6
2026-02-09T13:00:17.325712,6,10,283,0.6
2026-02-09T13:00:21.824717,6,10,319,0.72
2026-02-09T13:00:26.523062,6,10,352,0.65
2026-02-09T13:00:30.831213,7,10,387,0.61
2026-02-09T13:00:35.479779,5,10,422,0.76
2026-02-09T13:00:39.678240,5,10,457,0.65
2026-02-09T13:00:44.183850,7,10,495,0.53
2026-02-09T13:00:48.524971,6,10,529,0.71
2026-02-09T13:00:53.374138,6,10,569,0.68
2026-02-09T13:00:58.018904,6,10,611,0.62
2026-02-09T13:01:02.578478,7,10,654,0.64
2026-02-09T13:01:07.177701,8,10,700,0.6
2026-02-09T13:01:11.574682,7,10,744,0.65
2026-02-09T13:01:16.483187,7,10,782,0.57
2026-02-09T13:01:20.982784,4,10,812,0.54
2026-02-09T13:01:25.372956,3,10,827,0.78
2026-02-09T13:01:29.924394,4,10,848,0.7
2026-02-09T13:01:34.722849,1,10,861,0.81
2026-02-09T13:01:38.674055,2,10,876,0.56
2026-02-09T13:01:42.521562,2,10,891,0.5
2026-02-09T13:01:46.711923,7,10,914,0.55
2026-02-09T13:01:51.195539,7,10,955,0.64
2026-02-09T13:01:55.923977,6,10,992,0.57
2026-02-09T13:02:00.725353,9,10,1032,0.58
2026-02-09T13:02:05.373673,9,11,1081,0.57
2026-02-09T13:02:09.672687,9,11,1128,0.48
2026-02-09T13:02:14.173847,8,11,1169,0.51
2026-02-09T13:02:18.829031,6,11,1209,0.51
2026-02-09T13:02:23.176082,10,11,1250,0.5
2026-02-09T13:02:27.775029,8,11,1298,0.59
2026-02-09T13:02:32.474520,6,11,1340,0.63
2026-02-09T13:02:36.979045,6,11,1373,0.62
2026-02-09T13:02:41.674322,8,11,1413,0.59
2026-02-09T13:02:46.176909,8,11,1460,0.52
2026-02-09T13:02:50.774546,6,11,1500,0.63
2026-02-09T13:02:54.976976,7,11,1540,0.75
2026-02-09T14:22:55.707818,3,3,17,0.61
2026-02-09T14:23:00.061778,4,4,35,0.54
2026-02-09T14:23:04.709586,5,5,55,0.54
2026-02-09T14:23:09.310180,3,6,82,0.55
2026-02-09T14:23:13.913832,5,6,99,0.54
2026-02-09T14:23:18.457648,3,6,113,0.44
2026-02-09T14:23:22.659009,2,6,126,0.57
2026-02-09T14:23:26.708198,3,6,144,0.5
2026-02-09T14:23:31.159187,3,6,160,0.44
2026-02-09T14:23:35.466980,3,6,178,0.76
2026-02-09T14:23:39.761278,6,6,207,0.4
2026-02-09T14:23:44.459495,4,7,233,0.58
2026-02-09T14:23:49.058815,4,7,258,0.48
2026-02-09T14:23:53.809237,5,7,286,0.59
2026-02-09T14:23:58.507109,5,7,310,0.46
2026-02-09T14:24:02.807501,5,7,346,0.42
2026-02-09T14:24:07.560484,3,7,367,0.64
2026-02-09T14:24:12.307082,3,7,389,0.79
2026-02-09T14:24:17.157775,3,7,415,0.74
2026-02-09T14:24:21.706623,5,7,434,0.56
2026-02-09T14:24:26.160826,4,7,460,0.55
2026-02-09T14:24:30.518711,5,7,483,0.42
2026-02-09T14:24:35.057580,5,7,509,0.51
2026-02-09T14:24:39.468926,4,7,531,0.57
2026-02-09T14:24:44.262130,4,7,551,0.6
2026-02-09T14:24:48.762641,3,7,569,0.77
2026-02-09T14:24:52.912489,4,7,588,0.69
2026-02-09T14:24:57.556810,3,7,614,0.56
2026-02-09T14:25:01.807810,3,7,633,0.8
2026-02-09T14:25:06.056467,3,7,654,0.82
2026-02-09T14:25:10.708700,3,7,675,0.74
2026-02-09T14:25:15.063100,3,7,693,0.77
2026-02-09T14:25:18.907589,3,7,710,0.45
2026-02-09T14:25:23.708411,5,7,737,0.44
2026-02-09T14:25:28.456570,5,7,769,0.48
2026-02-09T14:25:33.366694,3,8,804,0.61
2026-02-09T14:25:38.316999,6,8,846,0.5
2026-02-09T14:25:43.056601,5,8,871,0.6
2026-02-09T14:25:47.656507,4,8,897,0.74
2026-02-09T14:25:52.459998,5,8,922,0.64
2026-02-09T14:25:57.458518,4,8,942,0.62
2026-02-09T14:26:01.911680,5,8,969,0.6
2026-02-09T14:26:06.358350,4,8,996,0.66
2026-02-09T14:26:10.972087,3,8,1013,0.62
2026-02-09T14:26:15.158739,3,8,1030,0.74
2026-02-09T14:26:19.661283,4,8,1051,0.54
2026-02-09T14:26:25.101421,4,8,1074,0.64
2026-02-09T14:26:29.506466,4,8,1095,0.64
2026-02-09T14:26:33.924089,3,8,1113,0.66
2026-02-09T14:26:38.260058,4,8,1136,0.43
2026-02-09T14:26:43.156196,5,8,1164,0.41
2026-02-09T14:26:47.708086,3,8,1186,0.61
2026-02-09T14:26:52.215392,3,8,1204,0.55
2026-02-09T14:26:56.318817,3,8,1221,0.46
2026-02-09T14:27:00.811353,4,8,1244,0.51
2026-02-09T14:27:05.815166,5,8,1272,0.47
2026-02-09T14:27:10.655488,5,8,1299,0.54
2026-02-09T14:27:15.258867,3,8,1325,0.62
2026-02-09T14:27:19.710640,4,8,1347,0.59
2026-02-09T14:27:24.572889,5,8,1372,0.47
