timestamp,total,cars,motorcycles,buses,trucks,avg_confidence
2026-02-10T21:31:54.074598,3,1,0,0,2,0.56
2026-02-10T21:31:58.926087,2,1,0,0,1,0.81
2026-02-10T21:32:03.632016,2,1,0,0,1,0.72
2026-02-10T21:32:08.079960,2,1,0,0,1,0.83
2026-02-10T21:32:12.878271,2,1,0,0,1,0.75
2026-02-10T21:32:17.823440,3,1,0,0,2,0.5
2026-02-10T21:32:22.273718,3,1,0,0,2,0.64
2026-02-10T21:32:27.079791,3,1,0,0,2,0.64
2026-02-10T21:32:32.180397,3,1,0,0,2,0.61
2026-02-10T21:32:36.673911,3,1,0,0,2,0.59
2026-02-10T21:32:41.472050,2,1,0,0,1,0.78
2026-02-10T21:32:46.175795,3,1,0,0,2,0.54
2026-02-10T21:32:51.069059,3,1,0,0,2,0.65
2026-02-10T21:32:55.677297,2,1,0,0,1,0.87
2026-02-10T21:33:00.323757,3,1,0,0,2,0.61
2026-02-10T21:33:05.022050,2,1,0,0,1,0.77
2026-02-10T21:33:09.475649,2,1,0,0,1,0.77
2026-02-10T21:33:14.174273,2,1,0,0,1,0.73
2026-02-10T21:33:18.923516,2,1,0,0,1,0.8
2026-02-10T21:33:23.278330,3,1,0,0,2,0.63
2026-02-10T21:33:28.323419,4,1,0,0,3,0.47
2026-02-10T21:33:33.025220,2,1,0,0,1,0.85
2026-02-10T21:33:37.923568,2,1,0,0,1,0.83
2026-02-10T21:33:42.473263,2,1,0,0,1,0.84
2026-02-10T21:33:47.421895,2,1,0,0,1,0.81
2026-02-10T21:33:52.277055,2,1,0,0,1,0.82
2026-02-10T21:33:57.122585,2,1,0,0,1,0.72
2026-02-10T21:34:01.825577,3,1,0,0,2,0.55
2026-02-10T21:34:06.722914,3,1,0,0,2,0.58
2026-02-10T21:34:11.425343,3,1,0,0,2,0.64
2026-02-10T21:34:16.322532,3,1,0,0,2,0.56
2026-02-10T21:34:21.024117,2,1,0,0,1,0.81
2026-02-10T21:34:25.623079,2,1,0,0,1,0.67
2026-02-10T21:34:30.421306,2,1,0,0,1,0.82
2026-02-10T21:34:35.072585,3,1,0,0,2,0.59
2026-02-10T21:34:40.088062,3,1,0,0,2,0.59
2026-02-10T21:34:44.681847,2,1,0,0,1,0.84
2026-02-10T21:34:49.873480,3,1,0,0,2,0.61
2026-02-10T21:34:54.473728,3,1,0,0,2,0.62
2026-02-10T21:34:59.173981,2,1,0,0,1,0.83
2026-02-10T21:35:03.822184,3,1,0,0,2,0.56
2026-02-10T21:35:08.321772,3,1,0,0,2,0.58
2026-02-10T21:35:13.021091,2,1,0,0,1,0.83
2026-02-10T21:35:18.021883,3,1,0,0,2,0.61
2026-02-10T21:35:22.725412,3,1,0,0,2,0.57
2026-02-10T21:35:27.073565,2,1,0,0,1,0.78
2026-02-10T21:35:32.021798,3,1,0,0,2,0.57
2026-02-10T21:35:36.525645,2,1,0,0,1,0.76
2026-02-10T21:35:41.173137,2,1,0,0,1,0.77
2026-02-10T21:35:45.931242,3,1,0,0,2,0.56
2026-02-10T21:35:51.039758,3,1,0,0,2,0.55
2026-02-10T21:35:55.921097,2,1,0,0,1,0.78
2026-02-10T21:36:00.881744,4,1,0,0,3,0.46
2026-02-10T21:36:05.471348,2,1,0,0,1,0.81
2026-02-10T21:36:10.024335,3,1,0,0,2,0.55
2026-02-10T21:36:15.066152,2,1,0,0,1,0.78
2026-02-10T21:36:19.738032,3,1,0,0,2,0.54
2026-02-10T21:36:24.470419,2,1,0,0,1,0.86
2026-02-10T21:36:29.524636,3,1,0,0,2,0.59
2026-02-10T21:36:33.921865,2,1,0,0,1,0.8
2026-02-10T21:36:38.521504,3,1,0,0,2,0.58
2026-02-10T21:36:43.128161,3,1,0,0,2,0.56
2026-02-10T21:36:48.025470,2,1,0,0,1,0.77
2026-02-10T21:36:52.720494,2,1,0,0,1,0.8
2026-02-10T21:36:57.120711,3,1,0,0,2,0.54
2026-02-10T21:37:01.923226,3,1,0,0,2,0.59
2026-02-10T21:37:06.820952,2,1,0,0,1,0.77
2026-02-10T21:37:11.657695,3,1,0,0,2,0.57
2026-02-10T21:37:16.921070,2,1,0,0,1,0.82
2026-02-10T21:37:21.827353,3,1,0,0,2,0.57
2026-02-10T21:37:26.525737,3,1,0,0,2,0.57
2026-02-10T21:37:31.271686,2,1,0,0,1,0.81
2026-02-10T21:37:35.870934,3,1,0,0,2,0.58
2026-02-10T21:37:40.684587,2,1,0,0,1,0.7
2026-02-10T21:37:45.173334,2,1,0,0,1,0.76
2026-02-10T21:37:49.920998,2,1,0,0,1,0.84
2026-02-10T21:37:54.724782,2,1,0,0,1,0.83
2026-02-10T21:37:59.326354,3,1,0,0,2,0.59
2026-02-10T21:38:04.121247,3,1,0,0,2,0.56
2026-02-10T21:38:08.735829,3,1,0,0,2,0.56
2026-02-10T21:38:13.469758,3,1,0,0,2,0.56
2026-02-10T21:38:18.627183,2,1,0,0,1,0.79
2026-02-10T21:38:23.619364,3,1,0,0,2,0.58
2026-02-10T21:38:28.171089,2,1,0,0,1,0.85
2026-02-10T21:38:32.870867,3,1,0,0,2,0.62
2026-02-10T21:38:37.717371,2,1,0,0,1,0.79
2026-02-10T21:38:42.421021,3,1,0,0,2,0.65
2026-02-10T21:38:47.322341,3,1,0,0,2,0.59
2026-02-10T21:38:52.119655,3,1,0,0,2,0.55
2026-02-10T21:38:56.621207,2,1,0,0,1,0.77
2026-02-10T21:39:01.334740,2,1,0,0,1,0.77
2026-02-10T21:39:06.295806,3,1,0,0,2,0.57
2026-02-10T21:39:10.874018,3,1,0,0,2,0.57
2026-02-10T21:39:15.272637,3,1,0,0,2,0.59
2026-02-10T21:39:20.270668,3,1,0,0,2,0.55
2026-02-10T21:39:24.939015,3,1,0,0,2,0.54
2026-02-10T21:39:29.629212,3,1,0,0,2,0.58
2026-02-10T21:39:34.270126,3,1,0,0,2,0.55
2026-02-10T21:39:39.019334,3,1,0,0,2,0.57
2026-02-10T21:39:43.676905,3,1,0,0,2,0.57
2026-02-10T21:39:48.420993,3,1,0,0,2,0.58
2026-02-10T21:39:53.172796,2,1,0,0,1,0.75
2026-02-10T21:39:58.024008,2,1,0,0,1,0.75
2026-02-10T21:40:03.171110,2,1,0,0,1,0.75
2026-02-10T21:40:07.820928,4,1,0,0,3,0.49
2026-02-10T21:40:12.670300,2,1,0,0,1,0.72
2026-02-10T21:40:17.920120,4,1,0,0,3,0.47
2026-02-10T21:40:22.887541,3,1,0,0,2,0.64
2026-02-10T21:40:27.818866,3,1,0,0,2,0.59
2026-02-10T21:40:32.470755,2,1,0,0,1,0.83
2026-02-10T21:40:37.320909,2,1,0,0,1,0.81
2026-02-10T21:40:42.171721,2,1,0,0,1,0.7
2026-02-10T21:40:46.719005,3,1,0,0,2,0.52
2026-02-10T21:40:51.472852,3,1,0,0,2,0.59
2026-02-10T21:40:56.270145,2,1,0,0,1,0.83
2026-02-10T21:41:01.123503,3,1,0,0,2,0.57
2026-02-10T21:41:06.071915,2,1,0,0,1,0.76
2026-02-10T21:41:10.832993,2,1,0,0,1,0.75
2026-02-10T21:41:16.018829,2,1,0,0,1,0.83
2026-02-10T21:41:20.672041,3,1,0,0,2,0.61
2026-02-10T21:41:25.170364,3,1,0,0,2,0.57
2026-02-10T21:41:29.822539,3,1,0,0,2,0.57
2026-02-10T21:41:34.525556,3,1,0,0,2,0.57
2026-02-10T21:41:39.323058,2,1,0,0,1,0.78
2026-02-10T21:41:43.919104,2,1,0,0,1,0.78
2026-02-10T21:41:48.470845,2,1,0,0,1,0.8
2026-02-10T21:41:53.468571,2,1,0,0,1,0.74
2026-02-10T21:41:57.819281,2,1,0,0,1,0.86
2026-02-10T21:42:02.646038,3,1,0,0,2,0.54
2026-02-10T21:42:07.418701,2,1,0,0,1,0.69
2026-02-10T21:42:12.323282,3,1,0,0,2,0.5
2026-02-10T21:42:17.019159,2,1,0,0,1,0.84
2026-02-10T21:42:21.671614,3,1,0,0,2,0.55
2026-02-10T21:42:26.719987,3,1,0,0,2,0.56
2026-02-10T21:42:31.172390,2,1,0,0,1,0.71
2026-02-10T21:42:36.023720,2,1,0,0,1,0.81
2026-02-10T21:42:40.525579,2,1,0,0,1,0.82
2026-02-10T21:42:45.675520,3,1,0,0,2,0.57
2026-02-10T21:42:50.270970,2,1,0,0,1,0.71
2026-02-10T21:42:54.871537,3,1,0,0,2,0.6
2026-02-10T21:42:59.832001,3,1,0,0,2,0.59
2026-02-10T21:43:04.318183,2,1,0,0,1,0.73
2026-02-10T21:43:09.069111,3,1,0,0,2,0.62
2026-02-10T21:43:13.518963,2,1,0,0,1,0.78
2026-02-10T21:43:18.172680,2,1,0,0,1,0.83
2026-02-10T21:43:22.902899,3,1,0,0,2,0.53
2026-02-10T21:43:28.017896,3,1,0,0,2,0.58
2026-02-10T21:43:32.724478,3,1,0,0,2,0.58
2026-02-10T21:43:37.337824,2,1,0,0,1,0.78
2026-02-10T21:43:41.746790,2,1,0,0,1,0.77
2026-02-10T21:43:46.519469,3,1,0,0,2,0.57
2026-02-10T21:43:51.317948,2,1,0,0,1,0.73
2026-02-10T21:43:55.818912,2,1,0,0,1,0.67
2026-02-10T21:44:00.468666,3,1,0,0,2,0.56
2026-02-10T21:44:05.294530,3,1,0,0,2,0.54
2026-02-10T21:44:10.417440,3,1,0,0,2,0.61
2026-02-10T21:44:14.920612,3,1,0,0,2,0.6
2026-02-10T21:44:19.482348,2,1,0,0,1,0.8
2026-02-10T21:44:24.270792,2,1,0,0,1,0.76
2026-02-10T21:44:28.722012,2,1,0,0,1,0.78
2026-02-10T21:44:33.417309,3,1,0,0,2,0.56
2026-02-10T21:44:38.319615,2,1,0,0,1,0.72
2026-02-10T21:44:43.175371,2,1,0,0,1,0.75
2026-02-10T21:44:48.055907,2,1,0,0,1,0.74
2026-02-10T21:44:52.421744,3,1,0,0,2,0.54
2026-02-10T21:44:57.269756,2,1,0,0,1,0.86
2026-02-10T21:45:02.185429,3,1,0,0,2,0.61
2026-02-10T21:45:07.068637,3,1,0,0,2,0.57
2026-02-10T21:45:11.713166,3,1,0,0,2,0.61
2026-02-10T21:45:16.472994,3,1,0,0,2,0.57
2026-02-10T21:45:21.301303,3,1,0,0,2,0.58
2026-02-10T21:45:25.906576,3,1,0,0,2,0.6
2026-02-10T21:45:30.817678,3,1,0,0,2,0.58
